Time_Dep_h,Debris_Start,Debris_Target,Delta_V1_m_s,Delta_V2_m_s,Travel_Time_h
0.0,0,1,2265.22,2403.32,8.066
0.0,0,2,2108.15,2266.2,6.235
0.0,0,3,2184.78,2298.82,7.533
0.0,1,0,2475.93,2402.99,7.326
0.0,1,2,2155.17,2172.46,8.277
0.0,1,3,1985.93,1984.65,6.257
0.0,2,0,2458.21,2500.45,7.511
0.0,2,1,2026.9,2011.44,6.921
0.0,2,3,2224.5,2208.12,8.126
0.0,3,0,1918.08,1953.92,6.073
0.0,3,1,2064.34,2063.35,7.289
0.0,3,2,2107.11,2125.13,7.159
0.5,0,1,2543.83,2509.07,8.102
0.5,0,2,2361.75,2290.02,6.256
0.5,0,3,2446.95,2444.73,7.607
0.5,1,0,2082.77,2177.59,7.25
0.5,1,2,2204.51,2209.37,8.298
0.5,1,3,1938.86,1960.43,6.241
0.5,2,0,2307.2,2137.87,7.429
0.5,2,1,2068.8,2071.09,6.956
0.5,2,3,2147.35,2170.66,8.105
0.5,3,0,2190.85,2256.21,6.171
0.5,3,1,2126.44,2118.33,7.319
0.5,3,2,2140.77,2119.0,7.16
1.0,0,1,2129.4,2169.88,7.991
1.0,0,2,1952.33,2049.24,6.174
1.0,0,3,2063.78,2109.97,7.456
1.0,1,0,2408.03,2477.19,7.334
1.0,1,2,2141.33,2141.44,8.256
1.0,1,3,1996.1,2005.64,6.266
1.0,2,0,2315.68,2454.78,7.494
1.0,2,1,2070.37,2052.47,6.949
1.0,2,3,2235.5,2239.04,8.136
1.0,3,0,2190.89,2055.12,6.132
1.0,3,1,2080.41,2058.41,7.288
1.0,3,2,2053.4,2068.69,7.132
1.5,0,1,2445.02,2539.92,8.1
1.5,0,2,2284.91,2363.06,6.263
1.5,0,3,2383.81,2455.03,7.607
1.5,1,0,2337.7,2171.24,7.272
1.5,1,2,2191.04,2205.77,8.296
1.5,1,3,1937.15,1937.74,6.228
1.5,2,0,2498.17,2373.16,7.492
1.5,2,1,2036.59,2040.73,6.939
1.5,2,3,2150.61,2135.34,8.089
1.5,3,0,2060.37,2167.87,6.145
1.5,3,1,2104.89,2105.76,7.311
1.5,3,2,2146.4,2145.71,7.168
2.0,0,1,2477.77,2312.42,8.063
2.0,0,2,2231.29,2052.55,6.202
2.0,0,3,2359.07,2242.79,7.536
2.0,1,0,2259.22,2405.47,7.313
2.0,1,2,2187.53,2182.93,8.288
2.0,1,3,1978.54,1998.73,6.264
2.0,2,0,2150.3,2274.8,7.448
2.0,2,1,2084.65,2075.74,6.958
2.0,2,3,2206.62,2228.51,8.131
2.0,3,0,2266.22,2210.64,6.167
2.0,3,1,2119.15,2098.43,7.31
2.0,3,2,2072.97,2048.04,7.125
2.5,0,1,2286.98,2427.62,8.071
2.5,0,2,2130.73,2286.96,6.241
2.5,0,3,2203.84,2319.92,7.541
2.5,1,0,2474.56,2384.07,7.324
2.5,1,2,2159.88,2177.52,8.282
2.5,1,3,1982.88,1980.82,6.258
2.5,2,0,2472.39,2494.72,7.51
2.5,2,1,6039.59,6044.49,7.729
2.5,2,3,2219.18,2200.96,8.125
2.5,3,0,1930.64,1985.53,6.086
2.5,3,1,2069.38,2069.66,7.29
2.5,3,2,2114.0,2130.66,7.16
3.0,0,1,2548.24,2494.05,8.099
3.0,0,2,2361.55,2269.81,6.254
3.0,0,3,2447.8,2433.36,7.607
3.0,1,0,2099.53,2208.67,7.261
3.0,1,2,2204.63,2208.11,8.3
3.0,1,3,1944.11,1966.29,6.247
3.0,2,0,2249.8,2098.89,7.409
3.0,2,1,2072.01,2073.28,6.955
3.0,2,3,2155.27,2179.88,8.111
3.0,3,0,2206.46,2259.03,6.171
3.0,3,1,2127.32,2117.44,7.316
3.0,3,2,2135.74,2111.68,7.156
3.5,0,1,2140.09,2204.31,8.005
3.5,0,2,1969.68,2083.42,6.187
3.5,0,3,2077.32,2131.31,7.479
3.5,1,0,2422.71,2476.01,7.336
3.5,1,2,2133.99,2138.08,8.252
3.5,1,3,1997.0,2004.98,6.27
3.5,2,0,2338.41,2469.94,7.497
3.5,2,1,6172.46,6181.86,7.715
3.5,2,3,2236.81,2237.21,8.137
3.5,3,0,2162.62,2024.86,6.12
3.5,3,1,2071.82,2051.3,7.279
3.5,3,2,2061.47,2078.57,7.136
4.0,0,1,2462.98,2544.21,8.101
4.0,0,2,2301.48,2362.13,6.266
4.0,0,3,2352.7,2423.87,7.571
4.0,1,0,2300.16,2138.83,7.262
4.0,1,2,2194.13,2207.88,8.3
4.0,1,3,1929.9,1933.05,6.226
4.0,2,0,2487.43,2345.63,7.485
4.0,2,1,6187.89,6178.67,7.714
4.0,2,3,2135.86,2125.05,8.079
4.0,3,0,2080.81,2187.54,6.148
4.0,3,1,2108.92,2108.94,7.31
4.0,3,2,2148.2,2144.19,7.166
4.5,0,1,2450.65,2280.7,8.053
4.5,0,2,2191.55,2017.31,6.191
4.5,0,3,2337.21,2217.3,7.531
4.5,1,0,2279.93,2422.19,7.318
4.5,1,2,2183.49,2178.53,8.288
4.5,1,3,1982.41,2001.63,6.268
4.5,2,0,2172.27,2306.57,7.455
4.5,2,1,6236.14,6241.15,7.708
4.5,2,3,2212.6,2232.61,8.134
4.5,3,0,2265.1,2193.22,6.162
4.5,3,1,2114.94,2093.15,7.304
4.5,3,2,2058.57,2036.92,7.115
5.0,0,1,2308.83,2449.92,8.075
5.0,0,2,2153.15,2305.45,6.247
5.0,0,3,2222.89,2339.44,7.548
5.0,1,0,2470.22,2363.26,7.321
5.0,1,2,2164.51,2182.35,8.287
5.0,1,3,1979.35,1976.65,6.26
5.0,2,0,2484.48,2486.03,7.508
5.0,2,1,2010.81,2004.16,6.905
5.0,2,3,2212.84,2193.21,8.123
5.0,3,0,1946.33,2016.39,6.095
5.0,3,1,2074.58,2075.7,7.291
5.0,3,2,2120.42,2135.37,7.161
5.5,0,1,2549.97,2476.64,8.095
5.5,0,2,2358.09,2247.35,6.251
5.5,0,3,2421.79,2375.13,7.569
5.5,1,0,2117.66,2238.66,7.271
5.5,1,2,2204.3,2206.46,8.302
5.5,1,3,1949.35,1971.92,6.254
5.5,2,0,2168.21,2058.24,7.376
5.5,2,1,6246.77,6243.98,7.707
5.5,2,3,2163.18,2188.65,8.116
5.5,3,0,2220.64,2259.15,6.169
5.5,3,1,2127.59,2115.93,7.312
5.5,3,2,2129.6,2103.66,7.152
6.0,0,1,2154.83,2238.09,8.016
6.0,0,2,1988.99,2116.09,6.198
6.0,0,3,2090.14,2159.89,7.493
6.0,1,0,2436.01,2472.48,7.337
6.0,1,2,2131.57,2140.92,8.256
6.0,1,3,1997.44,2003.88,6.273
6.0,2,0,2360.58,2482.25,7.499
6.0,2,1,6158.89,6168.38,7.714
6.0,2,3,2237.27,2234.56,8.138
6.0,3,0,2128.78,1993.32,6.107
6.0,3,1,2062.7,2044.63,7.269
6.0,3,2,2069.58,2087.99,7.14
6.5,0,1,2479.77,2545.9,8.101
6.5,0,2,2316.54,2358.52,6.267
6.5,0,3,2366.85,2426.46,7.575
6.5,1,0,2255.48,2105.57,7.249
6.5,1,2,2196.92,2209.58,8.303
6.5,1,3,1923.12,1930.9,6.224
6.5,2,0,2472.15,2316.0,7.478
6.5,2,1,6199.39,6190.58,7.711
6.5,2,3,2116.12,2121.9,8.064
6.5,3,0,2101.02,2204.97,6.15
6.5,3,1,2112.6,2111.56,7.308
6.5,3,2,2149.11,2141.73,7.164
7.0,0,1,2418.23,2247.63,8.042
7.0,0,2,2143.59,1980.94,6.177
7.0,0,3,2409.15,2339.45,7.607
7.0,1,0,2300.26,2436.9,7.323
7.0,1,2,2178.98,2173.89,8.288
7.0,1,3,1986.0,2004.1,6.273
7.0,2,0,2195.1,2336.34,7.462
7.0,2,1,2083.06,2071.07,6.952
7.0,2,3,2218.06,2235.92,8.137
7.0,3,0,2260.81,2173.46,6.155
7.0,3,1,2110.03,2087.44,7.298
7.0,3,2,2041.5,2025.8,7.1
7.5,0,1,2330.72,2470.02,8.079
7.5,0,2,2175.34,2321.5,6.252
7.5,0,3,2241.86,2357.23,7.555
7.5,1,0,2462.83,2340.55,7.318
7.5,1,2,2169.04,2186.92,8.292
7.5,1,3,1975.29,1972.22,6.261
7.5,2,0,2494.25,2474.41,7.505
7.5,2,1,6074.32,6067.19,7.722
7.5,2,3,2205.48,2184.93,8.12
7.5,3,0,1963.94,2046.11,6.104
7.5,3,1,2079.77,2081.46,7.291
7.5,3,2,2126.34,2139.2,7.161
8.0,0,1,2548.71,2456.98,8.091
8.0,0,2,2351.07,2222.74,6.247
8.0,0,3,2445.28,2407.35,7.607
8.0,1,0,2136.83,2267.35,7.28
8.0,1,2,2203.53,2204.39,8.303
8.0,1,3,1954.53,1977.3,6.26
8.0,2,0,2070.74,2091.23,7.375
8.0,2,1,6248.3,6246.63,7.704
8.0,2,3,2171.0,2196.91,8.121
8.0,3,0,2233.2,2256.55,6.167
8.0,3,1,2127.25,2113.79,7.308
8.0,3,2,2122.32,2094.99,7.147
8.5,0,1,2172.02,2270.9,8.026
8.5,0,2,2009.35,2147.48,6.208
8.5,0,3,2326.63,2333.92,7.607
8.5,1,0,2447.74,2466.65,7.338
8.5,1,2,2134.27,2146.37,8.264
8.5,1,3,1997.41,2002.33,6.275
8.5,2,0,2381.92,2491.73,7.501
8.5,2,1,2054.68,2035.74,6.933
8.5,2,3,2236.85,2231.1,8.138
8.5,3,0,2088.27,1960.7,6.091
8.5,3,1,2053.92,2040.73,7.259
8.5,3,2,2077.69,2096.86,7.143
9.0,0,1,2495.21,2544.98,8.101
9.0,0,2,2329.9,2352.24,6.268
9.0,0,3,2401.91,2449.58,7.607
9.0,1,0,2200.35,2071.38,7.232
9.0,1,2,2199.37,2210.87,8.306
9.0,1,3,1921.0,1934.12,6.23
9.0,2,0,2452.03,2284.38,7.47
9.0,2,1,2050.55,2055.17,6.94
9.0,2,3,2118.35,2129.97,8.081
9.0,3,0,2120.84,2220.02,6.152
9.0,3,1,2115.87,2113.59,7.305
9.0,3,2,2149.07,2138.36,7.162
9.5,0,1,2379.65,2213.49,8.03
9.5,0,2,2083.15,1943.51,6.157
9.5,0,3,2280.9,2163.21,7.518
9.5,1,0,2320.24,2449.4,7.328
9.5,1,2,2174.06,2169.01,8.287
9.5,1,3,1989.28,2006.13,6.277
9.5,2,0,2218.25,2364.22,7.468
9.5,2,1,2081.41,2067.99,6.948
9.5,2,3,2222.97,2238.41,8.139
9.5,3,0,2253.01,2151.54,6.148
9.5,3,1,2104.45,2081.31,7.291
9.5,3,2,2027.09,2028.17,7.096
10.0,0,1,2352.35,2487.95,8.082
10.0,0,2,2197.1,2335.08,6.257
10.0,0,3,2260.59,2373.2,7.562
10.0,1,0,2452.04,2316.14,7.314
10.0,1,2,2173.47,2191.16,8.297
10.0,1,3,1970.77,1967.5,6.261
10.0,2,0,2501.42,2459.95,7.502
10.0,2,1,2015.42,2015.1,6.913
10.0,2,3,2197.11,2176.14,8.118
10.0,3,0,1982.74,2074.52,6.11
10.0,3,1,2084.87,2086.87,7.29
10.0,3,2,2131.68,2142.13,7.161
10.5,0,1,2544.28,2435.12,8.086
10.5,0,2,2340.17,2196.13,6.243
10.5,0,3,2416.61,2342.71,7.567
10.5,1,0,2156.68,2294.7,7.289
10.5,1,2,2202.28,2201.95,8.304
10.5,1,3,1959.6,1982.41,6.266
10.5,2,0,2076.8,2128.23,7.394
10.5,2,1,2079.36,2076.8,6.95
10.5,2,3,2178.68,2204.6,8.125
10.5,3,0,2243.92,2251.24,6.165
10.5,3,1,2126.26,2111.05,7.303
10.5,3,2,2113.88,2085.73,7.142
11.0,0,1,2190.8,2302.58,8.034
11.0,0,2,2030.64,2177.2,6.217
11.0,0,3,2121.91,2214.68,7.518
11.0,1,0,2457.77,2458.49,7.338
11.0,1,2,2138.3,2152.05,8.272
11.0,1,3,1996.89,2000.37,6.278
11.0,2,0,2402.31,2498.27,7.502
11.0,2,1,2048.34,2029.59,6.927
11.0,2,3,2235.53,2226.85,8.138
11.0,3,0,2038.47,1927.2,6.07
11.0,3,1,2051.15,2043.77,7.258
11.0,3,2,2085.65,2105.14,7.145
11.5,0,1,2509.12,2541.44,8.1
11.5,0,2,2341.33,2343.31,6.269
11.5,0,3,2391.35,2425.11,7.581
11.5,1,0,2115.38,2044.86,7.211
11.5,1,2,2201.49,2211.73,8.308
11.5,1,3,1923.6,1939.76,6.239
11.5,2,0,2426.71,2250.84,7.46
11.5,2,1,2054.9,2059.25,6.94
11.5,2,3,2124.56,2140.45,8.091
11.5,3,0,2140.1,2232.6,6.154
11.5,3,1,2118.7,2115.03,7.303
11.5,3,2,2148.03,2134.08,7.16
12.0,0,1,2333.68,2178.3,8.015
12.0,0,2,1935.81,1927.85,6.111
12.0,0,3,2245.27,2134.86,7.508
12.0,1,0,2339.64,2459.72,7.332
12.0,1,2,2168.69,2163.95,8.286
12.0,1,3,1992.2,2007.72,6.281
12.0,2,0,2241.75,2389.82,7.473
12.0,2,1,2079.17,2064.43,6.945
12.0,2,3,2227.28,2240.07,8.141
12.0,3,0,2241.45,2127.57,6.141
12.0,3,1,2098.22,2074.83,7.284
12.0,3,2,2032.15,2039.02,7.107
12.5,0,1,2373.68,2503.55,8.085
12.5,0,2,2218.23,2346.19,6.261
12.5,0,3,2278.98,2387.28,7.568
12.5,1,0,2437.66,2290.08,7.309
12.5,1,2,2177.72,2195.12,8.301
12.5,1,3,1965.75,1962.56,6.261
12.5,2,0,2505.7,2442.71,7.499
12.5,2,1,2019.8,2021.12,6.916
12.5,2,3,2187.72,2166.91,8.114
12.5,3,0,2002.4,2101.35,6.116
12.5,3,1,2089.84,2091.88,7.29
12.5,3,2,2136.38,2144.13,7.161
13.0,0,1,2536.47,2411.13,8.08
13.0,0,2,2325.1,2167.62,6.238
13.0,0,3,2409.9,2323.84,7.566
13.0,1,0,2177.06,2320.53,7.297
13.0,1,2,2200.57,2199.14,8.305
13.0,1,3,1964.56,1987.18,6.272
13.0,2,0,2089.98,2165.27,7.408
13.0,2,1,2080.94,2076.9,6.948
13.0,2,3,2186.14,2211.66,8.129
13.0,3,0,2252.57,2243.27,6.162
13.0,3,1,2124.61,2107.74,7.299
13.0,3,2,2104.32,2075.94,7.136
13.5,0,1,2210.76,2332.87,8.042
13.5,0,2,2052.48,2205.24,6.225
13.5,0,3,2139.53,2240.56,7.528
13.5,1,0,2465.89,2448.08,7.338
13.5,1,2,2142.76,2157.73,8.279
13.5,1,3,1995.88,1997.99,6.281
13.5,2,0,2421.5,2501.86,7.502
13.5,2,1,2041.43,2023.25,6.921
13.5,2,3,2233.26,2221.84,8.137
13.5,3,0,1962.8,1893.77,6.032
13.5,3,1,2053.87,2049.73,7.261
13.5,3,2,2093.42,2112.76,7.147
14.0,0,1,2521.29,2535.31,8.099
14.0,0,2,2350.65,2331.76,6.268
14.0,0,3,2401.41,2421.19,7.583
14.0,1,0,2050.7,2081.81,7.213
14.0,1,2,2203.23,2212.17,8.311
14.0,1,3,1927.78,1945.95,6.247
14.0,2,0,2395.43,2215.84,7.449
14.0,2,1,2059.02,2062.91,6.94
14.0,2,3,2131.75,2150.69,8.099
14.0,3,0,2158.62,2242.66,6.154
14.0,3,1,2121.05,2115.85,7.3
14.0,3,2,2145.96,2128.94,7.157
14.5,0,1,2276.78,2142.22,7.995
14.5,0,2,1924.38,1960.76,6.141
14.5,0,3,2202.8,2105.78,7.496
14.5,1,0,2358.37,2467.79,7.335
14.5,1,2,2162.9,2158.73,8.284
14.5,1,3,1994.76,2008.86,6.285
14.5,2,0,2265.35,2413.05,7.477
14.5,2,1,2076.35,2060.42,6.941
14.5,2,3,2230.93,2240.88,8.143
14.5,3,0,2225.95,2101.62,6.132
14.5,3,1,2091.3,2068.07,7.277
14.5,3,2,2039.11,2049.77,7.114
15.0,0,1,2394.52,2516.77,8.087
15.0,0,2,2238.68,2354.67,6.265
15.0,0,3,2335.77,2421.46,7.607
15.0,1,0,2419.48,2262.45,7.304
15.0,1,2,2181.8,2198.73,8.305
15.0,1,3,1960.26,1957.44,6.261
15.0,2,0,2506.78,2422.81,7.495
15.0,2,1,2024.48,2027.02,6.918
15.0,2,3,2177.25,2157.35,8.11
15.0,3,0,2022.5,2126.53,6.121
15.0,3,1,2094.62,2096.46,7.289
15.0,3,2,2140.38,2145.2,7.161
15.5,0,1,2546.28,2385.27,8.056
15.5,0,2,2305.53,2137.35,6.232
15.5,0,3,2400.19,2303.32,7.564
15.5,1,0,2197.75,2344.76,7.304
15.5,1,2,2198.39,2195.96,8.306
15.5,1,3,1969.36,1991.61,6.278
15.5,2,0,2106.83,2201.54,7.42
15.5,2,1,2082.05,2076.48,6.946
15.5,2,3,2193.34,2218.06,8.133
15.5,3,0,2258.95,2232.67,6.158
15.5,3,1,2122.28,2103.85,7.294
15.5,3,2,2093.59,2065.69,7.13
16.0,0,1,2231.49,2361.67,8.048
16.0,0,2,2074.76,2231.36,6.233
16.0,0,3,2157.72,2265.35,7.538
16.0,1,0,2471.9,2435.46,7.338
16.0,1,2,2147.37,2163.35,8.285
16.0,1,3,1994.36,1995.21,6.283
16.0,2,0,2439.32,2502.45,7.502
16.0,2,1,2033.98,2016.77,6.913
16.0,2,3,2230.03,2216.1,8.136
16.0,3,0,1910.54,1928.1,6.044
16.0,3,1,2058.31,2056.05,7.263
16.0,3,2,2100.93,2119.65,7.149
16.5,0,1,2531.53,2526.61,8.097
16.5,0,2,2357.58,2317.68,6.268
16.5,0,3,2409.79,2415.11,7.585
16.5,1,0,2057.34,2114.3,7.232
16.5,1,2,2204.6,2212.18,8.313
16.5,1,3,1932.59,1952.19,6.255
16.5,2,0,2357.7,2179.3,7.437
16.5,2,1,2062.89,2066.13,6.939
16.5,2,3,2139.38,2160.65,8.107
16.5,3,0,2176.24,2250.09,6.155
16.5,3,1,2122.89,2116.04,7.297
16.5,3,2,2142.84,2122.97,7.154
17.0,0,1,2162.66,2112.42,7.945
17.0,0,2,1932.16,1996.27,6.161
17.0,0,3,2344.48,2298.55,7.607
17.0,1,0,2376.3,2473.56,7.338
17.0,1,2,2156.67,2153.42,8.282
17.0,1,3,1996.93,2009.55,6.289
17.0,2,0,2288.84,2433.82,7.481
17.0,2,1,2072.94,2055.97,6.937
17.0,2,3,2233.87,2240.84,8.144
17.0,3,0,2206.04,2074.0,6.122
17.0,3,1,2083.77,2061.07,7.269
17.0,3,2,2046.71,2060.29,7.12
17.5,0,1,2414.73,2527.52,8.089
17.5,0,2,2258.25,2360.52,6.269
17.5,0,3,2342.32,2425.84,7.607
17.5,1,0,2397.08,2233.48,7.298
17.5,1,2,2185.65,2201.99,8.309
17.5,1,3,1954.27,1952.2,6.261
17.5,2,0,2504.41,2400.32,7.49
17.5,2,1,2029.27,2032.72,6.92
17.5,2,3,2165.73,2147.43,8.105
17.5,3,0,2042.95,2149.77,6.125
17.5,3,1,2099.17,2100.55,7.287
17.5,3,2,2143.63,2145.32,7.16
18.0,0,1,910.24,790.71,3.195
18.0,0,2,2281.03,2105.48,6.225
18.0,0,3,2387.33,2281.23,7.561
18.0,1,0,2218.64,2367.24,7.311
18.0,1,2,2195.74,2192.45,8.307
18.0,1,3,1973.96,1995.69,6.283
18.0,2,0,2126.09,2236.54,7.43
18.0,2,1,2082.66,2075.51,6.944
18.0,2,3,2200.18,2223.78,8.137
18.0,3,0,2262.81,2219.48,6.154
18.0,3,1,2119.25,2099.43,7.289
18.0,3,2,2081.65,2055.07,7.123
18.5,0,1,2252.8,2388.78,8.054
18.5,0,2,2097.35,2255.38,6.241
18.5,0,3,2176.45,2288.71,7.547
18.5,1,0,2475.64,2420.66,7.337
18.5,1,2,2152.06,2168.84,8.291
18.5,1,3,1992.34,1992.06,6.285
18.5,2,0,2455.55,2500.05,7.502
18.5,2,1,2025.94,2010.26,6.905
18.5,2,3,2225.82,2209.67,8.135
18.5,3,0,1918.62,1960.09,6.06
18.5,3,1,2063.11,2062.51,7.264
18.5,3,2,2108.1,2125.78,7.151
19.0,0,1,836.88,892.0,3.195
19.0,0,2,2361.88,2301.14,6.267
19.0,0,3,2416.34,2406.93,7.587
19.0,1,0,2069.12,2146.94,7.247
19.0,1,2,2276.96,2284.15,8.375
19.0,1,3,814.97,806.6,3.152
19.0,2,0,2312.22,2141.51,7.422
19.0,2,1,2066.47,2068.87,6.939
19.0,2,3,2147.18,2170.33,8.113
19.0,3,0,2192.76,2254.88,6.154
19.0,3,1,2124.19,2115.61,7.293
19.0,3,2,2138.62,2116.2,7.151
19.5,0,1,866.54,729.45,3.195
19.5,0,2,1945.19,2031.82,6.176
19.5,0,3,2069.87,2089.11,7.467
19.5,1,0,2393.29,2477.03,7.341
19.5,1,2,2149.99,2148.08,8.279
19.5,1,3,812.58,810.49,3.153
19.5,2,0,2312.1,2451.97,7.485
19.5,2,1,2068.94,2051.12,6.932
19.5,2,3,2236.06,2239.96,8.145
19.5,3,0,2181.49,2044.76,6.112
19.5,3,1,2075.62,2053.93,7.261
19.5,3,2,2054.64,2070.48,7.125
20.0,0,1,739.56,908.03,3.195
20.0,0,2,2276.77,2363.71,6.272
20.0,0,3,2330.78,2417.51,7.584
20.0,1,0,2370.18,2203.24,7.29
20.0,1,2,2189.28,2204.88,8.312
20.0,1,3,815.22,803.26,3.154
20.0,2,0,2498.28,2375.36,7.484
20.0,2,1,2034.08,2038.19,6.921
20.0,2,3,2152.95,2137.3,8.099
20.0,3,0,2063.47,2171.0,6.129
20.0,3,1,2103.45,2104.12,7.286
20.0,3,2,2146.06,2144.49,7.159
20.5,0,1,914.24,778.83,3.194
20.5,0,2,2251.04,2072.23,6.216
20.5,0,3,2371.05,2257.76,7.557
20.5,1,0,2239.61,2387.86,7.317
20.5,1,2,2192.63,2188.6,8.307
20.5,1,3,808.07,806.16,3.154
20.5,2,0,2146.84,2270.19,7.438
20.5,2,1,2082.75,2074.02,6.941
20.5,2,3,2206.66,2228.74,8.14
20.5,3,0,2263.87,2203.83,6.149
20.5,3,1,2115.54,2094.51,7.283
20.5,3,2,2068.39,2044.14,7.114
21.0,0,1,751.15,822.75,3.194
21.0,0,2,2119.92,2277.37,6.247
21.0,0,3,2195.43,2310.64,7.555
21.0,1,0,2476.9,2403.77,7.335
21.0,1,2,2156.8,2174.1,8.297
21.0,1,3,812.09,803.47,3.155
21.0,2,0,2469.96,2494.67,7.501
21.0,2,1,2017.27,2004.14,6.895
21.0,2,3,2220.6,2202.6,8.134
21.0,3,0,1932.28,1991.48,6.072
21.0,3,1,2068.22,2068.74,7.265
21.0,3,2,2114.86,2131.11,7.152
21.5,0,1,852.94,883.61,3.193
21.5,0,2,2363.3,2282.22,6.265
21.5,0,3,2420.89,2396.66,7.588
21.5,1,0,2083.98,2178.87,7.26
21.5,1,2,2206.09,2210.93,8.318
21.5,1,3,807.46,799.87,3.156
21.5,2,0,2256.36,2102.64,7.403
21.5,2,1,2069.72,2071.12,6.938
21.5,2,3,2155.11,2179.59,8.119
21.5,3,0,2208.01,2256.97,6.153
21.5,3,1,2124.9,2114.54,7.29
21.5,3,2,2133.3,2108.69,7.147
22.0,0,1,855.3,735.56,3.194
22.0,0,2,1961.44,2066.47,6.19
22.0,0,3,2073.75,2117.69,7.489
22.0,1,0,2409.19,2478.16,7.343
22.0,1,2,2142.81,2142.99,8.276
22.0,1,3,805.95,803.37,3.157
22.0,2,0,2334.92,2467.43,7.487
22.0,2,1,2064.36,2045.9,6.927
22.0,2,3,2237.46,2238.23,8.146
22.0,3,0,2151.79,2014.14,6.1
22.0,3,1,2066.87,2046.87,7.251
22.0,3,2,2062.72,2080.25,7.129
22.5,0,1,750.77,914.49,3.193
22.5,0,2,2294.06,2364.23,6.274
22.5,0,3,2346.51,2423.4,7.588
22.5,1,0,2338.3,2171.83,7.282
22.5,1,2,2267.18,2278.11,8.376
22.5,1,3,807.95,796.03,3.157
22.5,2,0,2488.05,2348.08,7.477
22.5,2,1,2038.86,2043.37,6.922
22.5,2,3,2138.47,2127.02,8.09
22.5,3,0,2083.87,2190.07,6.132
22.5,3,1,2107.38,2107.15,7.284
22.5,3,2,2147.63,2142.72,7.157
23.0,0,1,916.14,768.06,3.193
23.0,0,2,2215.03,2037.6,6.206
23.0,0,3,2351.2,2232.94,7.553
23.0,1,0,2260.44,2406.64,7.323
23.0,1,2,2189.05,2184.47,8.308
23.0,1,3,801.01,799.53,3.158
23.0,2,0,2168.69,2302.18,7.446
23.0,2,1,2082.29,2072.0,6.938
23.0,2,3,2212.68,2232.94,8.143
23.0,3,0,2261.94,2185.76,6.143
23.0,3,1,2111.14,2089.1,7.277
23.0,3,2,2053.46,2032.99,7.103
23.5,0,1,743.91,839.34,3.193
23.5,0,2,2142.49,2297.05,6.253
23.5,0,3,2283.46,2363.04,7.607
23.5,1,0,2475.5,2384.81,7.333
23.5,1,2,2161.5,2179.17,8.302
23.5,1,3,805.35,795.97,3.159
23.5,2,0,2482.33,2486.31,7.499
23.5,2,1,2009.31,2001.87,6.888
23.5,2,3,2214.38,2194.92,8.132
23.5,3,0,1948.53,2022.09,6.081
23.5,3,1,2073.41,2074.73,7.266
23.5,3,2,2121.16,2135.58,7.152
24.0,0,1,868.06,873.81,3.192
24.0,0,2,2361.63,2260.94,6.262
24.0,0,3,2423.27,2384.36,7.588
24.0,1,0,2100.78,2209.91,7.271
24.0,1,2,2206.2,2209.67,8.319
24.0,1,3,800.0,793.22,3.16
24.0,2,0,2180.08,2062.26,7.373
24.0,2,1,2072.61,2072.88,6.936
24.0,2,3,2163.02,2188.43,8.124
24.0,3,0,2221.78,2256.35,6.152
24.0,3,1,2125.02,2112.86,7.286
24.0,3,2,2126.86,2100.48,7.142
24.5,0,1,843.21,744.1,3.193
24.5,0,2,1979.81,2099.93,6.201
24.5,0,3,2084.77,2146.42,7.505
24.5,1,0,2423.85,2476.95,7.345
24.5,1,2,2135.5,2139.66,8.271
24.5,1,3,799.37,796.22,3.16
24.5,2,0,2357.14,2480.1,7.49
24.5,2,1,2059.2,2040.35,6.922
24.5,2,3,2238.02,2235.68,8.147
24.5,3,0,2116.27,1982.32,6.086
24.5,3,1,2057.64,2040.54,7.24
24.5,3,2,2070.86,2089.52,7.132
25.0,0,1,763.83,918.88,3.192
25.0,0,2,2309.95,2362.06,6.276
25.0,0,3,2369.03,2433.04,7.607
25.0,1,0,2300.59,2139.51,7.272
25.0,1,2,2195.74,2209.48,8.319
25.0,1,3,800.66,788.89,3.161
25.0,2,0,2473.39,2318.63,7.47
25.0,2,1,2043.54,2048.24,6.923
25.0,2,3,2119.08,2119.56,8.075
25.0,3,0,2103.98,2206.88,6.134
25.0,3,1,2110.95,2109.61,7.282
25.0,3,2,2148.29,2140.01,7.155
25.5,0,1,915.93,758.77,3.192
25.5,0,2,2171.71,2001.88,6.194
25.5,0,3,2327.52,2206.93,7.547
25.5,1,0,2281.12,2423.37,7.328
25.5,1,2,2265.77,2267.24,8.376
25.5,1,3,794.03,792.89,3.162
25.5,2,0,2191.4,2332.23,7.452
25.5,2,1,2081.29,2069.46,6.935
25.5,2,3,2218.21,2236.34,8.145
25.5,3,0,2256.7,2165.44,6.137
25.5,3,1,2106.05,2083.28,7.271
25.5,3,2,2034.79,2022.3,7.086
26.0,0,1,738.87,855.41,3.192
26.0,0,2,2164.77,2314.47,6.259
26.0,0,3,2284.76,2371.73,7.607
26.0,1,0,2471.16,2363.96,7.331
26.0,1,2,2257.52,2267.8,8.376
26.0,1,3,798.58,788.51,3.163
26.0,2,0,2492.37,2475.04,7.497
26.0,2,1,2009.36,2006.59,6.891
26.0,2,3,2207.15,2186.68,8.13
26.0,3,0,1966.46,2051.53,6.088
26.0,3,1,2078.58,2080.39,7.265
26.0,3,2,2126.92,2139.17,7.153
