Time_Dep_h,Debris_Start,Debris_Target,Delta_V1_m_s,Delta_V2_m_s,Travel_Time_h
2062.0,3,2,1911.88,1918.43,6.116
2062.5,0,1,2035.8,2052.56,7.033
2062.5,0,2,2057.61,2137.85,7.14
2062.5,0,3,1910.49,1918.65,6.051
2062.5,1,0,2389.63,2523.49,8.261
2062.5,1,2,2040.17,2034.72,6.838
2062.5,1,3,2124.95,2142.7,7.497
2062.5,2,0,2492.35,2566.26,8.212
2062.5,2,1,2190.95,2177.45,8.401
2062.5,2,3,2169.83,2157.45,7.445
2062.5,3,0,2164.66,2260.0,7.514
2062.5,3,1,1944.18,1946.66,6.075
2062.5,3,2,2016.93,2025.42,6.172
2063.0,0,1,2338.48,2445.4,7.159
2063.0,0,2,2389.13,2477.42,7.236
2063.0,0,3,2162.2,2254.49,6.177
2063.0,1,0,2546.59,2424.41,8.255
2063.0,1,2,2030.42,2048.58,6.843
2063.0,1,3,2113.2,2110.5,7.484
2063.0,2,0,2447.08,2269.38,8.156
2063.0,2,1,2196.63,2200.02,8.394
2063.0,2,3,2070.87,2090.75,7.41
2063.0,3,0,2414.25,2405.58,7.559
2063.0,3,1,1980.45,1963.63,6.085
2063.0,3,2,1987.26,1958.16,6.148
2063.5,0,1,2408.49,2246.98,7.129
2063.5,0,2,2370.47,2196.21,7.184
2063.5,0,3,2217.24,2102.22,6.153
2063.5,1,0,2225.94,2355.32,8.219
2063.5,1,2,2065.07,2065.7,6.854
2063.5,1,3,2093.87,2116.31,7.485
2063.5,2,0,2338.14,2483.56,8.189
2063.5,2,1,2211.3,2195.26,8.394
2063.5,2,3,2169.11,2178.3,7.451
2063.5,3,0,2136.76,2060.89,7.44
2063.5,3,1,1908.11,1903.78,6.045
2063.5,3,2,1973.17,1993.15,6.158
2064.0,0,1,2177.98,2318.98,7.126
2064.0,0,2,2231.63,2386.22,7.211
2064.0,0,3,2025.85,2143.56,6.147
2064.0,1,0,2535.22,2551.57,8.275
2064.0,1,2,1995.39,2007.74,6.815
2064.0,1,3,2135.62,2140.56,7.499
2064.0,2,0,2570.23,2480.3,8.203
2064.0,2,1,2162.62,2165.18,8.373
2064.0,2,3,2111.31,2091.42,7.417
2064.0,3,0,2404.83,2466.82,7.607
2064.0,3,1,1976.03,1971.26,6.086
2064.0,3,2,2027.88,2010.97,6.169
2064.5,0,1,2455.16,2416.91,7.161
2064.5,0,2,2477.4,2401.8,7.23
2064.5,0,3,2258.27,2238.39,6.183
2064.5,1,0,2278.9,2155.4,8.168
2064.5,1,2,2060.96,2072.51,6.857
2064.5,1,3,2060.14,2073.52,7.455
2064.5,2,0,2177.67,2276.54,8.134
2064.5,2,1,2218.41,2212.28,8.399
2064.5,2,3,2132.44,2157.15,7.443
2064.5,3,0,2386.9,2266.79,7.531
2064.5,3,1,1947.62,1923.92,6.063
2064.5,3,2,1918.66,1929.3,6.123
2065.0,0,1,2040.49,2086.75,7.052
2065.0,0,2,2073.45,2172.51,7.153
2065.0,0,3,1908.43,1947.53,6.076
2065.0,1,0,2409.49,2535.8,8.265
2065.0,1,2,2035.25,2029.84,6.837
2065.0,1,3,2128.02,2144.56,7.501
2065.0,2,0,2509.6,2565.97,8.212
2065.0,2,1,2189.38,2177.1,8.4
2065.0,2,3,2166.34,2151.5,7.445
2065.0,3,0,2185.03,2285.27,7.519
2065.0,3,1,1948.89,1951.2,6.074
2065.0,3,2,2021.05,2026.57,6.172
2065.5,0,1,2357.35,2451.73,7.16
2065.5,0,2,2406.51,2478.6,7.238
2065.5,0,3,2178.45,2261.05,6.182
2065.5,1,0,2535.24,2399.88,8.251
2065.5,1,2,2034.93,2052.93,6.848
2065.5,1,3,2108.53,2105.7,7.485
2065.5,2,0,2407.11,2232.6,8.143
2065.5,2,1,2200.44,2203.14,8.393
2065.5,2,3,2078.58,2100.71,7.417
2065.5,3,0,2420.56,2395.42,7.555
2065.5,3,1,1978.09,1959.66,6.08
2065.5,3,2,1976.55,1947.87,6.141
2066.0,0,1,2385.42,2216.35,7.12
2066.0,0,2,2335.87,2162.09,7.175
2066.0,0,3,2198.77,2077.69,6.149
2066.0,1,0,2245.82,2382.55,8.227
2066.0,1,2,2063.89,2063.28,6.856
2066.0,1,3,2098.78,2121.22,7.49
2066.0,2,0,2361.63,2503.52,8.192
2066.0,2,1,2207.78,2190.81,8.39
2066.0,2,3,2171.89,2178.02,7.453
2066.0,3,0,2073.62,2087.45,7.442
2066.0,3,1,1912.18,1910.15,6.047
2066.0,3,2,1980.71,2000.15,6.16
2066.5,0,1,2199.85,2342.75,7.131
2066.5,0,2,2254.17,2406.48,7.217
2066.5,0,3,2044.98,2164.52,6.155
2066.5,1,0,2544.85,2543.24,8.275
2066.5,1,2,1999.54,2013.6,6.823
2066.5,1,3,2134.91,2138.44,7.502
2066.5,2,0,2566.52,2457.11,8.198
2066.5,2,1,2167.46,2170.84,8.375
2066.5,2,3,2099.38,2081.41,7.411
2066.5,3,0,2338.77,2410.67,7.552
2066.5,3,1,1977.85,1971.4,6.083
2066.5,3,2,2024.89,2005.03,6.166
2067.0,0,1,2459.31,2401.36,7.158
2067.0,0,2,2492.8,2381.39,7.211
2067.0,0,3,2261.75,2226.7,6.183
2067.0,1,0,2147.8,2140.5,8.126
2067.0,1,2,2063.15,2073.42,6.86
2067.0,1,3,2062.82,2079.06,7.464
2067.0,2,0,2197.58,2311.09,8.143
2067.0,2,1,2218.9,2211.23,8.397
2067.0,2,3,2139.23,2162.67,7.446
2067.0,3,0,2367.29,2239.59,7.521
2067.0,3,1,1939.98,1916.71,6.055
2067.0,3,2,1926.2,1939.88,6.129
2067.5,0,1,2052.03,2121.13,7.066
2067.5,0,2,2091.51,2206.16,7.165
2067.5,0,3,1918.12,1976.54,6.093
2067.5,1,0,2428.76,2545.9,8.269
2067.5,1,2,2029.86,2024.8,6.836
2067.5,1,3,2130.75,2145.98,7.505
2067.5,2,0,2525.17,2562.7,8.211
2067.5,2,1,2159.87,2145.08,8.357
2067.5,2,3,2161.87,2144.86,7.443
2067.5,3,0,2205.57,2308.8,7.523
2067.5,3,1,1953.38,1955.25,6.073
2067.5,3,2,2024.43,2026.77,6.171
2068.0,0,1,2375.19,2455.49,7.161
2068.0,0,2,2422.5,2477.1,7.24
2068.0,0,3,2193.77,2265.47,6.186
2068.0,1,0,2520.31,2373.72,8.246
2068.0,1,2,2039.27,2056.97,6.852
2068.0,1,3,2304.9,2310.06,7.607
2068.0,2,0,2358.94,2194.64,8.127
2068.0,2,1,2203.96,2205.79,8.393
2068.0,2,3,2086.5,2110.29,7.423
2068.0,3,0,2424.34,2382.71,7.551
2068.0,3,1,1975.04,1955.12,6.075
2068.0,3,2,1964.62,1937.18,6.134
2068.5,0,1,2357.47,2184.18,7.11
2068.5,0,2,2294.56,2126.77,7.164
2068.5,0,3,2176.43,2051.92,6.143
2068.5,1,0,2266.27,2408.19,8.235
2068.5,1,2,2062.23,2060.48,6.857
2068.5,1,3,2103.57,2125.8,7.496
2068.5,2,0,2384.77,2520.88,8.195
2068.5,2,1,2203.69,2185.95,8.385
2068.5,2,3,2173.9,2176.9,7.454
2068.5,3,0,2081.31,2119.08,7.458
2068.5,3,1,1916.92,1916.49,6.049
2068.5,3,2,1987.94,2006.37,6.161
2069.0,0,1,2221.57,2364.72,7.135
2069.0,0,2,2276.57,2424.37,7.223
2069.0,0,3,2064.1,2183.88,6.163
2069.0,1,0,2552.54,2532.63,8.275
2069.0,1,2,2004.09,2019.45,6.83
2069.0,1,3,2302.78,2310.19,7.607
2069.0,2,0,2558.91,2431.54,8.192
2069.0,2,1,2172.31,2176.25,8.376
2069.0,2,3,2086.11,2071.19,7.404
2069.0,3,0,2355.31,2415.86,7.551
2069.0,3,1,1979.13,1970.91,6.079
2069.0,3,2,2020.81,1998.27,6.162
2069.5,0,1,2460.73,2383.44,7.154
2069.5,0,2,2471.4,2358.25,7.225
2069.5,0,3,2263.0,2212.97,6.183
2069.5,1,0,2137.31,2170.84,8.154
2069.5,1,2,2064.98,2073.9,6.862
2069.5,1,3,2066.98,2085.03,7.472
2069.5,2,0,2218.84,2344.19,8.151
2069.5,2,1,2218.87,2209.66,8.394
2069.5,2,3,2145.62,2167.43,7.449
2069.5,3,0,2343.16,2210.79,7.511
2069.5,3,1,1931.63,1909.41,6.047
2069.5,3,2,1934.12,1950.13,6.135
2070.0,0,1,2067.21,2154.77,7.077
2070.0,0,2,2111.15,2238.52,7.175
2070.0,0,3,1931.28,2005.38,6.108
2070.0,1,0,2447.32,2553.76,8.273
2070.0,1,2,2024.05,2019.58,6.835
2070.0,1,3,2133.11,2146.95,7.509
2070.0,2,0,2538.84,2556.43,8.21
2070.0,2,1,2151.28,2139.57,8.347
2070.0,2,3,2156.37,2137.6,7.442
2070.0,3,0,2226.21,2330.3,7.526
2070.0,3,1,1957.61,1958.78,6.071
2070.0,3,2,2027.0,2026.01,6.17
2070.5,0,1,2391.85,2456.63,7.161
2070.5,0,2,2436.91,2472.91,7.241
2070.5,0,3,2208.03,2267.73,6.19
2070.5,1,0,2501.48,2346.1,8.241
2070.5,1,2,2043.44,2060.66,6.856
2070.5,1,3,2097.78,2095.48,7.485
2070.5,2,0,2299.04,2155.62,8.107
2070.5,2,1,2207.14,2207.94,8.391
2070.5,2,3,2094.44,2119.5,7.429
2070.5,3,0,2425.35,2367.52,7.546
2070.5,3,1,1971.3,1950.07,6.069
2070.5,3,2,1951.38,1926.11,6.125
2071.0,0,1,2323.93,2150.77,7.099
2071.0,0,2,2244.64,2090.45,7.149
2071.0,0,3,2149.89,2025.03,6.137
2071.0,1,0,2287.01,2432.22,8.242
2071.0,1,2,2060.1,2057.32,6.857
2071.0,1,3,2289.09,2302.01,7.607
2071.0,2,0,2407.41,2535.52,8.198
2071.0,2,1,2207.83,2192.78,8.4
2071.0,2,3,2175.1,2174.93,7.455
2071.0,3,0,2094.69,2150.65,7.47
2071.0,3,1,1921.92,1922.67,6.05
2071.0,3,2,1994.77,2011.79,6.162
2071.5,0,1,2243.33,2384.44,7.139
2071.5,0,2,2298.59,2439.9,7.228
2071.5,0,3,2083.13,2201.47,6.17
2071.5,1,0,2558.1,2519.84,8.275
2071.5,1,2,2008.84,2025.16,6.836
2071.5,1,3,2132.01,2133.02,7.506
2071.5,2,0,2547.2,2403.61,8.185
2071.5,2,1,2177.1,2181.36,8.377
2071.5,2,3,2070.7,2060.91,7.394
2071.5,3,0,2370.56,2418.38,7.55
2071.5,3,1,1979.83,1969.78,6.076
2071.5,3,2,2015.61,1990.77,6.158
2072.0,0,1,2459.14,2363.28,7.15
2072.0,0,2,2463.09,2333.29,7.221
2072.0,0,3,2261.73,2197.36,6.182
2072.0,1,0,2144.8,2203.16,8.172
2072.0,1,2,2066.42,2073.95,6.865
2072.0,1,3,2071.64,2091.11,7.48
2072.0,2,0,2241.07,2375.58,8.158
2072.0,2,1,2218.29,2207.57,8.391
2072.0,2,3,2151.55,2171.42,7.452
2072.0,3,0,2314.04,2180.64,7.499
2072.0,3,1,1922.69,1902.08,6.037
2072.0,3,2,1942.15,1960.01,6.139
2072.5,0,1,2084.55,2187.5,7.086
2072.5,0,2,2131.93,2269.38,7.185
2072.5,0,3,1946.67,2033.35,6.121
2072.5,1,0,2465.05,2559.33,8.276
2072.5,1,2,2017.78,2014.27,6.832
2072.5,1,3,2135.08,2147.47,7.513
2072.5,2,0,2550.35,2547.23,8.208
2072.5,2,1,2145.47,2139.93,8.343
2072.5,2,3,2149.86,2129.74,7.44
2072.5,3,0,2246.73,2349.68,7.529
2072.5,3,1,1961.5,1961.77,6.07
2072.5,3,2,2028.71,2024.3,6.168
2073.0,0,1,2407.15,2455.15,7.161
2073.0,0,2,2449.53,2466.07,7.242
2073.0,0,3,2221.08,2267.81,6.193
2073.0,1,0,2478.55,2317.06,8.234
2073.0,1,2,2047.4,2063.98,6.86
2073.0,1,3,2091.72,2090.16,7.485
2073.0,2,0,2200.11,2115.27,8.063
2073.0,2,1,2209.95,2209.61,8.39
2073.0,2,3,2102.37,2128.23,7.434
2073.0,3,0,2423.41,2349.88,7.541
2073.0,3,1,1966.83,1944.55,6.063
2073.0,3,2,1936.44,1914.86,6.115
2073.5,0,1,2284.03,2116.2,7.086
2073.5,0,2,2180.86,2053.04,7.128
2073.5,0,3,2118.6,1997.2,6.129
2073.5,1,0,2307.93,2454.49,8.249
2073.5,1,2,2057.49,2053.83,6.858
2073.5,1,3,2112.6,2133.95,7.507
2073.5,2,0,2429.38,2547.35,8.2
2073.5,2,1,2206.08,2191.3,8.399
2073.5,2,3,2175.45,2172.13,7.455
2073.5,3,0,2111.13,2181.17,7.479
2073.5,3,1,1926.99,1928.63,6.05
2073.5,3,2,2001.15,2016.35,6.163
2074.0,0,1,2264.92,2401.89,7.142
2074.0,0,2,2320.11,2452.96,7.232
2074.0,0,3,2101.94,2217.21,6.177
2074.0,1,0,2561.38,2504.85,8.274
2074.0,1,2,2013.65,2030.75,6.842
2074.0,1,3,2129.81,2129.74,7.508
2074.0,2,0,2530.85,2373.67,8.177
2074.0,2,1,2181.79,2186.15,8.377
2074.0,2,3,2053.27,2059.29,7.386
2074.0,3,0,2384.31,2418.19,7.549
2074.0,3,1,1979.93,1968.02,6.072
2074.0,3,2,2009.28,1982.56,6.154
2074.5,0,1,2454.38,2340.88,7.144
2074.5,0,2,2450.9,2306.32,7.217
2074.5,0,3,2257.79,2179.93,6.181
2074.5,1,0,2157.17,2235.5,8.187
2074.5,1,2,2067.46,2073.58,6.867
2074.5,1,3,2076.58,2097.1,7.488
2074.5,2,0,2264.04,2405.01,8.164
2074.5,2,1,2217.15,2204.98,8.388
2074.5,2,3,2156.97,2174.61,7.455
2074.5,3,0,2279.32,2149.33,7.486
2074.5,3,1,1913.2,1895.33,6.026
2074.5,3,2,1950.28,1969.37,6.142
2075.0,0,1,2103.33,2219.09,7.095
2075.0,0,2,2153.37,2298.75,7.194
2075.0,0,3,1963.45,2060.37,6.132
2075.0,1,0,2481.81,2562.58,8.278
2075.0,1,2,2011.04,2008.94,6.829
2075.0,1,3,2136.64,2147.55,7.516
2075.0,2,0,2559.46,2535.13,8.206
2075.0,2,1,2147.39,2145.29,8.347
2075.0,2,3,2142.32,2121.34,7.437
2075.0,3,0,2266.96,2366.81,7.531
2075.0,3,1,1965.03,1964.19,6.067
2075.0,3,2,2029.51,2021.66,6.167
2075.5,0,1,2420.9,2451.07,7.16
2075.5,0,2,2460.18,2456.58,7.243
2075.5,0,3,2232.77,2265.7,6.196
2075.5,1,0,2451.09,2286.8,8.227
2075.5,1,2,2051.13,2066.93,6.864
2075.5,1,3,2085.24,2084.76,7.484
2075.5,2,0,2135.14,2161.56,8.081
2075.5,2,1,2212.36,2210.74,8.388
2075.5,2,3,2110.21,2136.43,7.439
2075.5,3,0,2418.18,2329.99,7.535
2075.5,3,1,1961.67,1938.58,6.057
2075.5,3,2,1918.26,1903.68,6.098
2076.0,0,1,2236.1,2080.64,7.07
2076.0,0,2,2043.34,2051.02,7.096
2076.0,0,3,2081.74,1968.48,6.118
2076.0,1,0,2328.89,2474.94,8.255
2076.0,1,2,2054.4,2050.01,6.858
2076.0,1,3,2116.81,2137.46,7.512
2076.0,2,0,2450.53,2556.28,8.202
2076.0,2,1,2188.0,2169.41,8.369
2076.0,2,3,2174.91,2168.54,7.455
2076.0,3,0,2129.24,2210.63,7.487
2076.0,3,1,1932.06,1934.27,6.05
2076.0,3,2,2007.01,2020.04,6.164
2076.5,0,1,2286.11,2417.05,7.145
2076.5,0,2,2341.02,2463.47,7.237
2076.5,0,3,2120.42,2231.03,6.183
2076.5,1,0,2562.09,2487.84,8.272
2076.5,1,2,2018.5,2036.11,6.848
2076.5,1,3,2127.11,2126.11,7.51
2076.5,2,0,2509.62,2341.75,8.169
2076.5,2,1,2186.33,2190.57,8.377
2076.5,2,3,2057.07,2069.72,7.4
2076.5,3,0,2396.37,2415.29,7.547
2076.5,3,1,1979.4,1965.65,6.068
2076.5,3,2,2001.8,1973.69,6.149
2077.0,0,1,2446.05,2316.5,7.139
2077.0,0,2,2434.5,2277.49,7.211
2077.0,0,3,2251.05,2160.71,6.18
2077.0,1,0,2172.3,2267.28,8.199
2077.0,1,2,2068.08,2072.77,6.869
2077.0,1,3,2266.91,2277.59,7.607
2077.0,2,0,2287.36,2432.44,8.17
2077.0,2,1,2215.44,2201.91,8.384
2077.0,2,3,2161.82,2176.97,7.457
2077.0,3,0,2238.06,2116.9,7.47
2077.0,3,1,1904.45,1892.15,6.017
2077.0,3,2,1958.36,1978.19,6.145
2077.5,0,1,2123.35,2249.12,7.102
2077.5,0,2,2175.45,2326.26,7.202
2077.5,0,3,1981.19,2086.26,6.143
2077.5,1,0,2497.45,2563.51,8.281
2077.5,1,2,2003.77,2003.9,6.825
2077.5,1,3,2137.78,2147.17,7.52
2077.5,2,0,2565.93,2520.16,8.202
2077.5,2,1,2190.65,2185.18,8.396
2077.5,2,3,2133.78,2112.44,7.434
2077.5,3,0,2286.76,2381.54,7.533
2077.5,3,1,1968.16,1966.02,6.065
2077.5,3,2,2029.35,2018.09,6.165
2078.0,0,1,2432.92,2444.37,7.158
2078.0,0,2,2468.57,2444.54,7.242
2078.0,0,3,2242.94,2261.43,6.198
2078.0,1,0,2418.63,2255.46,8.219
2078.0,1,2,2054.59,2069.49,6.867
2078.0,1,3,2078.31,2079.49,7.482
2078.0,2,0,2143.05,2198.79,8.099
2078.0,2,1,2214.35,2211.35,8.387
2078.0,2,3,2117.89,2144.04,7.443
2078.0,3,0,2409.44,2307.97,7.528
2078.0,3,1,1955.83,1932.21,6.05
2078.0,3,2,1906.94,1909.2,6.099
2078.5,0,1,2250.54,2060.52,7.021
2078.5,0,2,2042.31,2084.16,7.123
2078.5,0,3,2036.99,1939.14,6.105
2078.5,1,0,2349.73,2493.47,8.26
2078.5,1,2,2050.85,2045.89,6.858
2078.5,1,3,2120.77,2140.58,7.517
2078.5,2,0,2470.62,2562.31,8.203
2078.5,2,1,2181.68,2163.35,8.363
2078.5,2,3,2173.46,2164.14,7.455
2078.5,3,0,2148.47,2238.73,7.493
2078.5,3,1,1937.06,1939.53,6.05
2078.5,3,2,2012.29,2022.8,6.164
2079.0,0,1,2306.9,2429.73,7.147
2079.0,0,2,2361.13,2471.39,7.24
2079.0,0,3,2138.4,2242.89,6.188
2079.0,1,0,2560.14,2468.76,8.27
2079.0,1,2,2023.29,2041.29,6.853
2079.0,1,3,2123.89,2122.15,7.512
2079.0,2,0,2482.98,2308.14,8.159
2079.0,2,1,2190.66,2194.62,8.377
2079.0,2,3,2063.59,2080.19,7.41
2079.0,3,0,2406.51,2409.72,7.544
2079.0,3,1,1978.21,1962.66,6.063
2079.0,3,2,1993.14,1964.24,6.144
2079.5,0,1,2434.05,2290.07,7.132
2079.5,0,2,2413.52,2246.99,7.205
2079.5,0,3,2241.24,2139.87,6.177
2079.5,1,0,2189.32,2298.14,8.21
2079.5,1,2,2068.25,2071.55,6.871
2079.5,1,3,2086.72,2108.61,7.502
2079.5,2,0,2310.99,2457.56,8.175
2079.5,2,1,2213.16,2198.35,8.381
2079.5,2,3,2166.06,2178.49,7.459
2079.5,3,0,2187.13,2083.67,7.449
2079.5,3,1,1902.56,1895.92,6.018
2079.5,3,2,1966.3,1986.39,6.148
2080.0,0,1,2144.13,2277.6,7.108
2080.0,0,2,2197.9,2351.83,7.21
2080.0,0,3,1999.55,2110.93,6.153
2080.0,1,0,2511.82,2562.09,8.282
2080.0,1,2,1996.43,2000.95,6.821
2080.0,1,3,2138.47,2146.35,7.523
2080.0,2,0,2569.41,2502.48,8.199
2080.0,2,1,2192.55,2188.32,8.395
2080.0,2,3,2124.16,2103.15,7.431
2080.0,3,0,2305.92,2393.82,7.534
2080.0,3,1,1970.84,1967.24,6.063
2080.0,3,2,2028.19,2013.62,6.162
2080.5,0,1,2442.99,2435.1,7.156
2080.5,0,2,2474.54,2429.94,7.242
2080.5,0,3,2251.46,2254.99,6.2
2080.5,1,0,2380.45,2223.11,8.208
2080.5,1,2,2057.77,2071.65,6.87
2080.5,1,3,2071.07,2074.85,7.48
2080.5,2,0,2157.22,2235.67,8.113
2080.5,2,1,2215.88,2211.43,8.384
2080.5,2,3,2125.35,2151.03,7.447
2080.5,3,0,2396.95,2283.92,7.52
2080.5,3,1,1949.3,1925.48,6.043
2080.5,3,2,1912.4,1920.18,6.109
2081.0,0,1,2038.98,2035.61,7.008
2081.0,0,2,2051.51,2119.83,7.141
2081.0,0,3,1974.29,1909.18,6.078
2081.0,1,0,2370.39,2509.96,8.266
2081.0,1,2,2046.82,2041.49,6.858
2081.0,1,3,2124.47,2143.28,7.522
2081.0,2,0,2489.49,2565.36,8.203
2081.0,2,1,2174.81,2157.12,8.356
2081.0,2,3,2171.06,2158.99,7.455
2081.0,3,0,2168.4,2265.33,7.498
2081.0,3,1,1941.92,1944.39,6.05
2081.0,3,2,2016.93,2024.64,6.164
2081.5,0,1,2327.02,2439.97,7.149
2081.5,0,2,2380.3,2476.67,7.244
2081.5,0,3,2155.82,2252.68,6.194
2081.5,1,0,2555.26,2447.77,8.267
2081.5,1,2,2028.04,2046.2,6.858
2081.5,1,3,2120.2,2117.87,7.513
2081.5,2,0,2450.56,2272.83,8.148
2081.5,2,1,2194.78,2198.24,8.377
2081.5,2,3,2070.92,2090.42,7.418
2081.5,3,0,2414.53,2401.47,7.541
2081.5,3,1,1976.35,1959.09,6.058
2081.5,3,2,1983.34,1954.26,6.137
2082.0,0,1,2417.95,2261.86,7.124
2082.0,0,2,2387.57,2214.95,7.198
2082.0,0,3,2228.17,2117.49,6.174
2082.0,1,0,2207.63,2327.94,8.22
2082.0,1,2,2067.99,2069.91,6.872
2082.0,1,3,2249.52,2261.65,7.607
2082.0,2,0,2334.63,2480.33,8.179
2082.0,2,1,2210.29,2194.37,8.377
2082.0,2,3,2169.63,2179.16,7.46
2082.0,3,0,2093.47,2060.59,7.408
2082.0,3,1,1905.5,1901.96,6.02
2082.0,3,2,1974.04,1993.92,6.15
2082.5,0,1,2165.43,2304.39,7.114
2082.5,0,2,2220.5,2375.41,7.217
2082.5,0,3,2018.27,2134.31,6.161
2082.5,1,0,2524.77,2558.34,8.284
2082.5,1,2,1994.65,2004.4,6.827
2082.5,1,3,2138.7,2145.09,7.526
2082.5,2,0,2569.65,2482.14,8.195
2082.5,2,1,2194.86,2191.74,8.395
2082.5,2,3,2113.5,2093.47,7.427
2082.5,3,0,2324.27,2403.56,7.535
2082.5,3,1,1973.03,1967.83,6.06
2082.5,3,2,2026.0,2008.28,6.159
2083.0,0,1,2450.89,2423.32,7.154
2083.0,0,2,2477.82,2412.9,7.24
2083.0,0,3,2258.11,2246.46,6.201
2083.0,1,0,2335.15,2189.89,8.196
2083.0,1,2,2060.64,2073.4,6.874
2083.0,1,3,2064.57,2073.02,7.479
2083.0,2,0,2174.76,2271.64,8.124
2083.0,2,1,2216.93,2210.98,8.382
2083.0,2,3,2132.52,2157.35,7.451
2083.0,3,0,2380.45,2257.99,7.511
2083.0,3,1,1942.1,1918.46,6.036
2083.0,3,2,1919.48,1930.95,6.117
2083.5,0,1,2035.72,2067.33,7.034
2083.5,0,2,2065.65,2154.96,7.155
2083.5,0,3,1909.15,1934.51,6.083
2083.5,1,0,2390.66,2524.42,8.27
2083.5,1,2,2042.35,2036.84,6.858
2083.5,1,3,2127.86,2145.57,7.526
2083.5,2,0,2506.92,2565.42,8.203
2083.5,2,1,2167.41,2150.76,8.349
2083.5,2,3,2167.69,2153.12,7.454
2083.5,3,0,2188.8,2290.18,7.503
2083.5,3,1,1946.59,1948.79,6.049
2083.5,3,2,2020.85,2025.54,6.163
2084.0,0,1,2346.37,2447.68,7.151
2084.0,0,2,2398.35,2479.28,7.246
2084.0,0,3,2172.49,2260.4,6.199
2084.0,1,0,2547.27,2424.91,8.264
2084.0,1,2,2032.67,2050.85,6.863
2084.0,1,3,2116.01,2113.31,7.514
2084.0,2,0,2411.42,2236.21,8.136
2084.0,2,1,2198.63,2201.41,8.376
2084.0,2,3,2078.57,2100.46,7.425
2084.0,3,0,2420.18,2390.62,7.537
2084.0,3,1,1973.8,1954.95,6.053
2084.0,3,2,1972.3,1943.85,6.131
2084.5,0,1,2397.44,2232.01,7.116
2084.5,0,2,2356.15,2181.52,7.19
2084.5,0,3,2211.7,2093.62,6.17
2084.5,1,0,2226.98,2356.4,8.229
2084.5,1,2,2067.27,2067.87,6.874
2084.5,1,3,2096.79,2119.24,7.514
2084.5,2,0,2358.17,2500.57,8.183
2084.5,2,1,2206.83,2189.97,8.373
2084.5,2,3,2172.49,2178.99,7.462
2084.5,3,0,2073.06,2094.22,7.43
2084.5,3,1,1909.84,1908.32,6.023
2084.5,3,2,1981.5,2000.72,6.152
2085.0,0,1,2187.04,2329.35,7.119
2085.0,0,2,2243.11,2396.85,7.223
2085.0,0,3,2037.33,2156.12,6.17
2085.0,1,0,2536.13,2552.27,8.285
2085.0,1,2,1997.66,2010.0,6.835
2085.0,1,3,2138.46,2143.39,7.529
2085.0,2,0,2566.37,2459.25,8.189
2085.0,2,1,2165.5,2168.81,8.357
2085.0,2,3,2101.72,2083.49,7.421
2085.0,3,0,2341.66,2410.68,7.535
2085.0,3,1,1974.71,1967.8,6.057
2085.0,3,2,2022.73,2002.11,6.156
2085.5,0,1,2456.4,2409.08,7.151
2085.5,0,2,2478.17,2393.47,7.238
2085.5,0,3,2262.76,2235.83,6.202
2085.5,1,0,2278.96,2155.8,8.178
2085.5,1,2,2063.19,2074.73,6.877
2085.5,1,3,2063.05,2076.41,7.485
2085.5,2,0,2194.43,2306.4,8.133
2085.5,2,1,2217.48,2209.99,8.38
2085.5,2,3,2139.35,2162.95,7.455
2085.5,3,0,2359.68,2230.33,7.502
2085.5,3,1,1934.25,1911.22,6.028
2085.5,3,2,1927.1,1941.51,6.122
2086.0,0,1,2044.28,2101.78,7.05
2086.0,0,2,2082.65,2189.17,7.168
2086.0,0,3,1915.04,1963.5,6.103
2086.0,1,0,2410.48,2536.72,8.275
2086.0,1,2,2037.4,2031.99,6.857
2086.0,1,3,2241.18,2254.46,7.607
2086.0,2,0,2522.7,2562.49,8.202
2086.0,2,1,2159.45,2144.41,8.341
2086.0,2,3,2163.33,2146.56,7.453
2086.0,3,0,2209.47,2313.09,7.507
2086.0,3,1,1951.0,1952.71,6.047
2086.0,3,2,2024.02,2025.48,6.162
2086.5,0,1,2364.77,2452.84,7.152
2086.5,0,2,2415.1,2479.22,7.248
2086.5,0,3,2188.32,2265.98,6.203
2086.5,1,0,2535.86,2400.39,8.26
2086.5,1,2,2037.19,2055.18,6.867
2086.5,1,3,2111.32,2108.51,7.515
2086.5,2,0,2364.33,2198.37,8.12
2086.5,2,1,2202.18,2204.12,8.375
2086.5,2,3,2086.47,2110.08,7.432
2086.5,3,0,2423.26,2377.22,7.533
2086.5,3,1,1970.56,1950.28,6.048
2086.5,3,2,1960.03,1933.05,6.123
2087.0,0,1,2372.2,2200.63,7.107
2087.0,0,2,2318.58,2146.84,7.179
2087.0,0,3,2191.47,2068.5,6.165
2087.0,1,0,2246.85,2383.63,8.237
2087.0,1,2,2066.07,2065.45,6.875
2087.0,1,3,2101.7,2124.12,7.52
2087.0,2,0,2381.33,2518.27,8.186
2087.0,2,1,2202.8,2185.15,8.368
2087.0,2,3,2174.59,2177.96,7.463
2087.0,3,0,2082.95,2125.87,7.445
2087.0,3,1,1914.68,1914.62,6.024
2087.0,3,2,1988.63,2006.73,6.153
2087.5,0,1,2208.89,2352.27,7.124
2087.5,0,2,2268.48,2437.65,7.211
2087.5,0,3,2056.49,2176.32,6.178
2087.5,1,0,2545.73,2543.91,8.285
2087.5,1,2,2001.81,2015.87,6.842
